CHSA_Name,Facility,CHSA.Facility,duration,distance,chsa.long,chsa.lat,hosp.long,hosp.lat,dist.hav,CHSA_CD,CHSA_Title,CHSA_TITLE,LHA_CD,LHA_Name,LHA_Title,HA_CD,HA_ID,HA_Name,HA_Title,CHSA_UR_CLASS,CHSA_Pop2021,CHSA_AreaKm2,UR,service_type,appt_time,parking_cost,subunit_LP,subunit_IC,subunit_OOP,unit_cost
East Newton,Surrey Memorial Hospital,East Newton - Surrey Memorial Hospital,0.30883333333333335,13.8788,-122.824384586388,49.1352423090272,-122.842316,49.177003,4.828599202401771,2335,2335 East Newton,2335 East Newton,233,Surrey,233 Surrey,2,2 FHA,Fraser,2 Fraser,1 - Metropolitan,67516,21.8963007239,Urban,ED_CTAS_4,2.7,7.5,91.88977,45.944885,29.161824,166.996479
East Newton,Surrey Memorial Hospital,East Newton - Surrey Memorial Hospital,0.30883333333333335,13.8788,-122.824384586388,49.1352423090272,-122.842316,49.177003,4.828599202401771,2335,2335 East Newton,2335 East Newton,233,Surrey,233 Surrey,2,2 FHA,Fraser,2 Fraser,1 - Metropolitan,67516,21.8963007239,Urban,Hosp,53.6,16.5,1646.3757699999999,823.1878849999999,68.161824,2537.7254789999997
East Newton,Surrey Memorial Hospital,East Newton - Surrey Memorial Hospital,0.30883333333333335,13.8788,-122.824384586388,49.1352423090272,-122.842316,49.177003,4.828599202401771,2335,2335 East Newton,2335 East Newton,233,Surrey,233 Surrey,2,2 FHA,Fraser,2 Fraser,1 - Metropolitan,67516,21.8963007239,Urban,Virtual,0.62,NA,18.9348,9.4674,1.25,29.6522
East and West Cambie/Bridgeport,Richmond Hospital,East and West Cambie/Bridgeport - Richmond Hospital,0.3403888888888889,12.582,-123.086814127228,49.1894361612284,-123.147547,49.170162,4.912720111601145,3116,3116 East and West Cambie/Bridgeport,3116 East and West Cambie/Bridgeport,311,Richmond,311 Richmond,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 - Metropolitan,26943,18.1844166073,Urban,MD,0.76,8,33.60587666666667,16.802938333333334,14.03936,64.448175
East and West Cambie/Bridgeport,Richmond Hospital,East and West Cambie/Bridgeport - Richmond Hospital,0.3403888888888889,12.582,-123.086814127228,49.1894361612284,-123.147547,49.170162,4.912720111601145,3116,3116 East and West Cambie/Bridgeport,3116 East and West Cambie/Bridgeport,311,Richmond,311 Richmond,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 - Metropolitan,26943,18.1844166073,Urban,ED_CTAS_1,3.9,18,129.50147666666666,64.75073833333333,39.03936,233.29157499999997
East and West Cambie/Bridgeport,Richmond Hospital,East and West Cambie/Bridgeport - Richmond Hospital,0.3403888888888889,12.582,-123.086814127228,49.1894361612284,-123.147547,49.170162,4.912720111601145,3116,3116 East and West Cambie/Bridgeport,3116 East and West Cambie/Bridgeport,311,Richmond,311 Richmond,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 - Metropolitan,26943,18.1844166073,Urban,ED_CTAS_4,2.7,18,92.85347666666668,46.42673833333334,39.03936,178.31957500000004
East and West Cambie/Bridgeport,Richmond Hospital,East and West Cambie/Bridgeport - Richmond Hospital,0.3403888888888889,12.582,-123.086814127228,49.1894361612284,-123.147547,49.170162,4.912720111601145,3116,3116 East and West Cambie/Bridgeport,3116 East and West Cambie/Bridgeport,311,Richmond,311 Richmond,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 - Metropolitan,26943,18.1844166073,Urban,Hosp,53.6,37.5,1647.3394766666668,823.6697383333334,88.53936,2559.5485750000003
East and West Cambie/Bridgeport,Richmond Hospital,East and West Cambie/Bridgeport - Richmond Hospital,0.3403888888888889,12.582,-123.086814127228,49.1894361612284,-123.147547,49.170162,4.912720111601145,3116,3116 East and West Cambie/Bridgeport,3116 East and West Cambie/Bridgeport,311,Richmond,311 Richmond,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 - Metropolitan,26943,18.1844166073,Urban,Virtual,0.62,NA,18.9348,9.4674,1.25,29.6522
Enderby,Shuswap Lake General Hospital,Enderby - Shuswap Lake General Hospital,3.921666666666667,124.7178,-118.767310491209,50.6694306094876,-119.274422,50.704586,35.97853831529555,1390,1390 Enderby,1390 Enderby,139,Enderby,139 Enderby,1,1 IHA,Interior,1 Interior,6 - Rural,7830,1865.95681019,Rural,MD,0.76,3,142.97809999999998,71.48904999999999,62.864543999999995,277.33169399999997
Enderby,Shuswap Lake General Hospital,Enderby - Shuswap Lake General Hospital,3.921666666666667,124.7178,-118.767310491209,50.6694306094876,-119.274422,50.704586,35.97853831529555,1390,1390 Enderby,1390 Enderby,139,Enderby,139 Enderby,1,1 IHA,Interior,1 Interior,6 - Rural,7830,1865.95681019,Rural,ED_CTAS_1,3.9,4.5,238.8737,119.43685,79.364544,437.67509400000006
Enderby,Shuswap Lake General Hospital,Enderby - Shuswap Lake General Hospital,3.921666666666667,124.7178,-118.767310491209,50.6694306094876,-119.274422,50.704586,35.97853831529555,1390,1390 Enderby,1390 Enderby,139,Enderby,139 Enderby,1,1 IHA,Interior,1 Interior,6 - Rural,7830,1865.95681019,Rural,ED_CTAS_4,2.7,4.5,202.22570000000002,101.11285000000001,79.364544,382.7030940000001
Enderby,Shuswap Lake General Hospital,Enderby - Shuswap Lake General Hospital,3.921666666666667,124.7178,-118.767310491209,50.6694306094876,-119.274422,50.704586,35.97853831529555,1390,1390 Enderby,1390 Enderby,139,Enderby,139 Enderby,1,1 IHA,Interior,1 Interior,6 - Rural,7830,1865.95681019,Rural,Hosp,53.6,12,1756.7117,878.35585,116.864544,2751.9320940000002
Enderby,Shuswap Lake General Hospital,Enderby - Shuswap Lake General Hospital,3.921666666666667,124.7178,-118.767310491209,50.6694306094876,-119.274422,50.704586,35.97853831529555,1390,1390 Enderby,1390 Enderby,139,Enderby,139 Enderby,1,1 IHA,Interior,1 Interior,6 - Rural,7830,1865.95681019,Rural,Virtual,0.62,NA,18.9348,9.4674,1.25,29.6522
Esquimalt,Victoria General Hospital,Esquimalt - Victoria General Hospital,0.3787777777777777,12.0306,-123.413202683066,48.4349919392599,-123.432576,48.466809,3.819794916506731,4119,4119 Esquimalt,4119 Esquimalt,411,Greater Victoria,411 Greater Victoria,4,4 VIHA,Vancouver Island,4 Vancouver Island,2 - Large Urban,19492,7.98894388081,Urban,MD,0.76,2,34.77827333333333,17.389136666666666,7.774687999999999,59.942097999999994
Esquimalt,Victoria General Hospital,Esquimalt - Victoria General Hospital,0.3787777777777777,12.0306,-123.413202683066,48.4349919392599,-123.432576,48.466809,3.819794916506731,4119,4119 Esquimalt,4119 Esquimalt,411,Greater Victoria,411 Greater Victoria,4,4 VIHA,Vancouver Island,4 Vancouver Island,2 - Large Urban,19492,7.98894388081,Urban,ED_CTAS_1,3.9,4.5,130.67387333333335,65.33693666666667,25.274687999999998,221.28549800000002
Esquimalt,Victoria General Hospital,Esquimalt - Victoria General Hospital,0.3787777777777777,12.0306,-123.413202683066,48.4349919392599,-123.432576,48.466809,3.819794916506731,4119,4119 Esquimalt,4119 Esquimalt,411,Greater Victoria,411 Greater Victoria,4,4 VIHA,Vancouver Island,4 Vancouver Island,2 - Large Urban,19492,7.98894388081,Urban,ED_CTAS_4,2.7,4.5,94.02587333333334,47.01293666666667,25.274687999999998,166.313498
Esquimalt,Victoria General Hospital,Esquimalt - Victoria General Hospital,0.3787777777777777,12.0306,-123.413202683066,48.4349919392599,-123.432576,48.466809,3.819794916506731,4119,4119 Esquimalt,4119 Esquimalt,411,Greater Victoria,411 Greater Victoria,4,4 VIHA,Vancouver Island,4 Vancouver Island,2 - Large Urban,19492,7.98894388081,Urban,Hosp,53.6,26.75,1648.5118733333334,824.2559366666667,77.524688,2550.2924980000003
Esquimalt,Victoria General Hospital,Esquimalt - Victoria General Hospital,0.3787777777777777,12.0306,-123.413202683066,48.4349919392599,-123.432576,48.466809,3.819794916506731,4119,4119 Esquimalt,4119 Esquimalt,411,Greater Victoria,411 Greater Victoria,4,4 VIHA,Vancouver Island,4 Vancouver Island,2 - Large Urban,19492,7.98894388081,Urban,Virtual,0.62,NA,18.9348,9.4674,1.25,29.6522
Fairview,"Vancouver General Hospital - Jim Pattison Pavilion, Emergency Department","Fairview - Vancouver General Hospital - Jim Pattison Pavilion, Emergency Department",0.05444444444444444,1.3077999999999999,-123.13146072038,49.2639005373728,-123.124725,49.262412,0.5166154394178375,3213,3213 Fairview,3213 Fairview,321,Vancouver - City Centre,321 Vancouver - City Centre,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 - Metropolitan,33271,3.2718945916,Urban,MD,0.76,8,24.87313333333333,12.436566666666666,8.627744,45.937444
Fairview,"Vancouver General Hospital - Jim Pattison Pavilion, Emergency Department","Fairview - Vancouver General Hospital - Jim Pattison Pavilion, Emergency Department",0.05444444444444444,1.3077999999999999,-123.13146072038,49.2639005373728,-123.124725,49.262412,0.5166154394178375,3213,3213 Fairview,3213 Fairview,321,Vancouver - City Centre,321 Vancouver - City Centre,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 - Metropolitan,33271,3.2718945916,Urban,ED_CTAS_1,3.9,18,120.76873333333333,60.384366666666665,33.627744,214.780844
Fairview,"Vancouver General Hospital - Jim Pattison Pavilion, Emergency Department","Fairview - Vancouver General Hospital - Jim Pattison Pavilion, Emergency Department",0.05444444444444444,1.3077999999999999,-123.13146072038,49.2639005373728,-123.124725,49.262412,0.5166154394178375,3213,3213 Fairview,3213 Fairview,321,Vancouver - City Centre,321 Vancouver - City Centre,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 - Metropolitan,33271,3.2718945916,Urban,ED_CTAS_4,2.7,18,84.12073333333333,42.06036666666667,33.627744,159.808844
Fairview,"Vancouver General Hospital - Jim Pattison Pavilion, Emergency Department","Fairview - Vancouver General Hospital - Jim Pattison Pavilion, Emergency Department",0.05444444444444444,1.3077999999999999,-123.13146072038,49.2639005373728,-123.124725,49.262412,0.5166154394178375,3213,3213 Fairview,3213 Fairview,321,Vancouver - City Centre,321 Vancouver - City Centre,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 - Metropolitan,33271,3.2718945916,Urban,Hosp,53.6,37.5,1638.6067333333333,819.3033666666666,83.127744,2541.037844
Fairview,"Vancouver General Hospital - Jim Pattison Pavilion, Emergency Department","Fairview - Vancouver General Hospital - Jim Pattison Pavilion, Emergency Department",0.05444444444444444,1.3077999999999999,-123.13146072038,49.2639005373728,-123.124725,49.262412,0.5166154394178375,3213,3213 Fairview,3213 Fairview,321,Vancouver - City Centre,321 Vancouver - City Centre,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 - Metropolitan,33271,3.2718945916,Urban,Virtual,0.62,NA,18.9348,9.4674,1.25,29.6522
Fernie,Elk Valley Hospital,Fernie - Elk Valley Hospital,0.7181666666666667,25.6116,-114.946669380693,49.510184150563,-115.0566,49.51284,7.9511967652951006,1110,1110 Fernie,1110 Fernie,111,Fernie,111 Fernie,1,1 IHA,Interior,1 Interior,5 - Rural Hub,17199,8043.79948591,Rural,MD,0.76,3,45.143209999999996,22.571604999999998,15.293567999999999,83.00838299999998
Fernie,Elk Valley Hospital,Fernie - Elk Valley Hospital,0.7181666666666667,25.6116,-114.946669380693,49.510184150563,-115.0566,49.51284,7.9511967652951006,1110,1110 Fernie,1110 Fernie,111,Fernie,111 Fernie,1,1 IHA,Interior,1 Interior,5 - Rural Hub,17199,8043.79948591,Rural,ED_CTAS_1,3.9,4.5,141.03880999999998,70.51940499999999,31.793568,243.35178299999995
Fernie,Elk Valley Hospital,Fernie - Elk Valley Hospital,0.7181666666666667,25.6116,-114.946669380693,49.510184150563,-115.0566,49.51284,7.9511967652951006,1110,1110 Fernie,1110 Fernie,111,Fernie,111 Fernie,1,1 IHA,Interior,1 Interior,5 - Rural Hub,17199,8043.79948591,Rural,ED_CTAS_4,2.7,4.5,104.39081,52.195405,31.793568,188.379783
Fernie,Elk Valley Hospital,Fernie - Elk Valley Hospital,0.7181666666666667,25.6116,-114.946669380693,49.510184150563,-115.0566,49.51284,7.9511967652951006,1110,1110 Fernie,1110 Fernie,111,Fernie,111 Fernie,1,1 IHA,Interior,1 Interior,5 - Rural Hub,17199,8043.79948591,Rural,Hosp,53.6,12,1658.87681,829.438405,69.293568,2557.608783
Fernie,Elk Valley Hospital,Fernie - Elk Valley Hospital,0.7181666666666667,25.6116,-114.946669380693,49.510184150563,-115.0566,49.51284,7.9511967652951006,1110,1110 Fernie,1110 Fernie,111,Fernie,111 Fernie,1,1 IHA,Interior,1 Interior,5 - Rural Hub,17199,8043.79948591,Rural,Virtual,0.62,NA,18.9348,9.4674,1.25,29.6522
Fleetwood,Surrey Memorial Hospital,Fleetwood - Surrey Memorial Hospital,0.2688333333333333,10.083200000000001,-122.787288805514,49.1600136595341,-122.842316,49.177003,4.42921646920966,2336,2336 Fleetwood,2336 Fleetwood,233,Surrey,233 Surrey,2,2 FHA,Fraser,2 Fraser,1 - Metropolitan,60708,15.8252687634,Urban,MD,0.76,3,31.420569999999998,15.710284999999999,7.839936000000001,54.970791
Fleetwood,Surrey Memorial Hospital,Fleetwood - Surrey Memorial Hospital,0.2688333333333333,10.083200000000001,-122.787288805514,49.1600136595341,-122.842316,49.177003,4.42921646920966,2336,2336 Fleetwood,2336 Fleetwood,233,Surrey,233 Surrey,2,2 FHA,Fraser,2 Fraser,1 - Metropolitan,60708,15.8252687634,Urban,ED_CTAS_1,3.9,7.5,127.31617,63.658085,27.339936,218.314191
Fleetwood,Surrey Memorial Hospital,Fleetwood - Surrey Memorial Hospital,0.2688333333333333,10.083200000000001,-122.787288805514,49.1600136595341,-122.842316,49.177003,4.42921646920966,2336,2336 Fleetwood,2336 Fleetwood,233,Surrey,233 Surrey,2,2 FHA,Fraser,2 Fraser,1 - Metropolitan,60708,15.8252687634,Urban,ED_CTAS_4,2.7,7.5,90.66817,45.334085,27.339936,163.34219099999999
Fleetwood,Surrey Memorial Hospital,Fleetwood - Surrey Memorial Hospital,0.2688333333333333,10.083200000000001,-122.787288805514,49.1600136595341,-122.842316,49.177003,4.42921646920966,2336,2336 Fleetwood,2336 Fleetwood,233,Surrey,233 Surrey,2,2 FHA,Fraser,2 Fraser,1 - Metropolitan,60708,15.8252687634,Urban,Hosp,53.6,16.5,1645.15417,822.577085,66.339936,2534.071191
Fleetwood,Surrey Memorial Hospital,Fleetwood - Surrey Memorial Hospital,0.2688333333333333,10.083200000000001,-122.787288805514,49.1600136595341,-122.842316,49.177003,4.42921646920966,2336,2336 Fleetwood,2336 Fleetwood,233,Surrey,233 Surrey,2,2 FHA,Fraser,2 Fraser,1 - Metropolitan,60708,15.8252687634,Urban,Virtual,0.62,NA,18.9348,9.4674,1.25,29.6522
Fort Nelson Population Centre,Fort Nelson General Hospital,Fort Nelson Population Centre - Fort Nelson General Hospital,0.076,2.1424000000000003,-122.695908716005,58.8057895739281,-122.703101,58.809101,0.5548263487066262,5331,5331 Fort Nelson Population Centre,5331 Fort Nelson Population Centre,533,Fort Nelson,533 Fort Nelson,5,5 NHA,Northern,5 Northern,5 - Rural Hub,2921,13.7878935543,Rural,MD,0.76,2,25.53144,12.76572,3.028352,41.325511999999996
Fort Nelson Population Centre,Fort Nelson General Hospital,Fort Nelson Population Centre - Fort Nelson General Hospital,0.076,2.1424000000000003,-122.695908716005,58.8057895739281,-122.703101,58.809101,0.5548263487066262,5331,5331 Fort Nelson Population Centre,5331 Fort Nelson Population Centre,533,Fort Nelson,533 Fort Nelson,5,5 NHA,Northern,5 Northern,5 - Rural Hub,2921,13.7878935543,Rural,ED_CTAS_1,3.9,1.5,121.42703999999999,60.713519999999995,17.528352,199.668912
Fort Nelson Population Centre,Fort Nelson General Hospital,Fort Nelson Population Centre - Fort Nelson General Hospital,0.076,2.1424000000000003,-122.695908716005,58.8057895739281,-122.703101,58.809101,0.5548263487066262,5331,5331 Fort Nelson Population Centre,5331 Fort Nelson Population Centre,533,Fort Nelson,533 Fort Nelson,5,5 NHA,Northern,5 Northern,5 - Rural Hub,2921,13.7878935543,Rural,ED_CTAS_4,2.7,1.5,84.77904000000001,42.389520000000005,17.528352,144.69691200000003
Fort Nelson Population Centre,Fort Nelson General Hospital,Fort Nelson Population Centre - Fort Nelson General Hospital,0.076,2.1424000000000003,-122.695908716005,58.8057895739281,-122.703101,58.809101,0.5548263487066262,5331,5331 Fort Nelson Population Centre,5331 Fort Nelson Population Centre,533,Fort Nelson,533 Fort Nelson,5,5 NHA,Northern,5 Northern,5 - Rural Hub,2921,13.7878935543,Rural,Hosp,53.6,18,1639.26504,819.63252,164.02835199999998,2622.9259119999997
Fort Nelson Population Centre,Fort Nelson General Hospital,Fort Nelson Population Centre - Fort Nelson General Hospital,0.076,2.1424000000000003,-122.695908716005,58.8057895739281,-122.703101,58.809101,0.5548263487066262,5331,5331 Fort Nelson Population Centre,5331 Fort Nelson Population Centre,533,Fort Nelson,533 Fort Nelson,5,5 NHA,Northern,5 Northern,5 - Rural Hub,2921,13.7878935543,Rural,Virtual,0.62,NA,18.9348,9.4674,1.25,29.6522
Fort St John,Fort St. John Hospital,Fort St John - Fort St. John Hospital,0.1528888888888889,4.9154,-120.826930395409,56.2440587915383,-120.817122,56.256892,1.5520382578754932,5321,5321 Fort St John,5321 Fort St John,532,Peace River North,532 Peace River North,5,5 NHA,Northern,5 Northern,4 - Small Urban,21465,33.0729755281,Urban,MD,0.76,2,27.879626666666667,13.939813333333333,4.359392,46.178832
Fort St John,Fort St. John Hospital,Fort St John - Fort St. John Hospital,0.1528888888888889,4.9154,-120.826930395409,56.2440587915383,-120.817122,56.256892,1.5520382578754932,5321,5321 Fort St John,5321 Fort St John,532,Peace River North,532 Peace River North,5,5 NHA,Northern,5 Northern,4 - Small Urban,21465,33.0729755281,Urban,ED_CTAS_1,3.9,1.5,123.77522666666667,61.887613333333334,18.859392,204.52223200000003
Fort St John,Fort St. John Hospital,Fort St John - Fort St. John Hospital,0.1528888888888889,4.9154,-120.826930395409,56.2440587915383,-120.817122,56.256892,1.5520382578754932,5321,5321 Fort St John,5321 Fort St John,532,Peace River North,532 Peace River North,5,5 NHA,Northern,5 Northern,4 - Small Urban,21465,33.0729755281,Urban,ED_CTAS_4,2.7,1.5,87.12722666666667,43.563613333333336,18.859392,149.550232
Fort St John,Fort St. John Hospital,Fort St John - Fort St. John Hospital,0.1528888888888889,4.9154,-120.826930395409,56.2440587915383,-120.817122,56.256892,1.5520382578754932,5321,5321 Fort St John,5321 Fort St John,532,Peace River North,532 Peace River North,5,5 NHA,Northern,5 Northern,4 - Small Urban,21465,33.0729755281,Urban,Hosp,53.6,18,1641.6132266666666,820.8066133333333,165.359392,2627.779232
Fort St John,Fort St. John Hospital,Fort St John - Fort St. John Hospital,0.1528888888888889,4.9154,-120.826930395409,56.2440587915383,-120.817122,56.256892,1.5520382578754932,5321,5321 Fort St John,5321 Fort St John,532,Peace River North,532 Peace River North,5,5 NHA,Northern,5 Northern,4 - Small Urban,21465,33.0729755281,Urban,Virtual,0.62,NA,18.9348,9.4674,1.25,29.6522
Fort St. James North,Stuart Lake Hospital,Fort St. James North - Stuart Lake Hospital,7.303833333333333,291.5936,-125.437806350145,55.3022006446565,-124.245474,54.442987,122.39364687641353,5233,5233 Fort St. James North,5233 Fort St. James North,523,Nechako,523 Nechako,5,5 NHA,Northern,5 Northern,7 - Remote,4185,33203.1865923,Rural,MD,0.76,2,246.26946999999998,123.13473499999999,141.964928,511.369133
Fort St. James North,Stuart Lake Hospital,Fort St. James North - Stuart Lake Hospital,7.303833333333333,291.5936,-125.437806350145,55.3022006446565,-124.245474,54.442987,122.39364687641353,5233,5233 Fort St. James North,5233 Fort St. James North,523,Nechako,523 Nechako,5,5 NHA,Northern,5 Northern,7 - Remote,4185,33203.1865923,Rural,ED_CTAS_1,3.9,1.5,342.16507,171.082535,156.464928,669.712533
Fort St. James North,Stuart Lake Hospital,Fort St. James North - Stuart Lake Hospital,7.303833333333333,291.5936,-125.437806350145,55.3022006446565,-124.245474,54.442987,122.39364687641353,5233,5233 Fort St. James North,5233 Fort St. James North,523,Nechako,523 Nechako,5,5 NHA,Northern,5 Northern,7 - Remote,4185,33203.1865923,Rural,ED_CTAS_4,2.7,1.5,305.51707,152.758535,156.464928,614.7405329999999
Fort St. James North,Stuart Lake Hospital,Fort St. James North - Stuart Lake Hospital,7.303833333333333,291.5936,-125.437806350145,55.3022006446565,-124.245474,54.442987,122.39364687641353,5233,5233 Fort St. James North,5233 Fort St. James North,523,Nechako,523 Nechako,5,5 NHA,Northern,5 Northern,7 - Remote,4185,33203.1865923,Rural,Hosp,53.6,18,1860.0030700000002,930.0015350000001,302.964928,3092.969533
Fort St. James North,Stuart Lake Hospital,Fort St. James North - Stuart Lake Hospital,7.303833333333333,291.5936,-125.437806350145,55.3022006446565,-124.245474,54.442987,122.39364687641353,5233,5233 Fort St. James North,5233 Fort St. James North,523,Nechako,523 Nechako,5,5 NHA,Northern,5 Northern,7 - Remote,4185,33203.1865923,Rural,Virtual,0.62,NA,18.9348,9.4674,1.25,29.6522
Fraser Lake,Fraser Lake Community Health Centre,Fraser Lake - Fraser Lake Community Health Centre,1.1732777777777779,67.4038,-124.765487035865,53.8574451123501,-124.849774,54.059109,23.11795221097478,5234,5234 Fraser Lake,5234 Fraser Lake,523,Nechako,523 Nechako,5,5 NHA,Northern,5 Northern,6 - Rural,2998,3676.43413372,Rural,MD,0.76,2,59.04230333333334,29.52115166666667,34.353824,122.91727900000001
Fraser Lake,Fraser Lake Community Health Centre,Fraser Lake - Fraser Lake Community Health Centre,1.1732777777777779,67.4038,-124.765487035865,53.8574451123501,-124.849774,54.059109,23.11795221097478,5234,5234 Fraser Lake,5234 Fraser Lake,523,Nechako,523 Nechako,5,5 NHA,Northern,5 Northern,6 - Rural,2998,3676.43413372,Rural,ED_CTAS_1,3.9,1.5,154.9379033333333,77.46895166666665,48.853824,281.260679
Fraser Lake,Fraser Lake Community Health Centre,Fraser Lake - Fraser Lake Community Health Centre,1.1732777777777779,67.4038,-124.765487035865,53.8574451123501,-124.849774,54.059109,23.11795221097478,5234,5234 Fraser Lake,5234 Fraser Lake,523,Nechako,523 Nechako,5,5 NHA,Northern,5 Northern,6 - Rural,2998,3676.43413372,Rural,ED_CTAS_4,2.7,1.5,118.28990333333334,59.14495166666667,48.853824,226.28867900000003
Fraser Lake,Fraser Lake Community Health Centre,Fraser Lake - Fraser Lake Community Health Centre,1.1732777777777779,67.4038,-124.765487035865,53.8574451123501,-124.849774,54.059109,23.11795221097478,5234,5234 Fraser Lake,5234 Fraser Lake,523,Nechako,523 Nechako,5,5 NHA,Northern,5 Northern,6 - Rural,2998,3676.43413372,Rural,Hosp,53.6,18,1672.7759033333334,836.3879516666667,195.353824,2704.517679
Fraser Lake,Fraser Lake Community Health Centre,Fraser Lake - Fraser Lake Community Health Centre,1.1732777777777779,67.4038,-124.765487035865,53.8574451123501,-124.849774,54.059109,23.11795221097478,5234,5234 Fraser Lake,5234 Fraser Lake,523,Nechako,523 Nechako,5,5 NHA,Northern,5 Northern,6 - Rural,2998,3676.43413372,Rural,Virtual,0.62,NA,18.9348,9.4674,1.25,29.6522
Gabriola Island,Nanaimo Regional General Hospital,Gabriola Island - Nanaimo Regional General Hospital,1.2914444444444444,35.8336,-123.787721742642,49.1567946596663,-123.969945,49.183502,13.591777569172049,4247,4247 Gabriola Island,4247 Gabriola Island,424,Greater Nanaimo,424 Greater Nanaimo,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 - Rural,4500,58.0828411091,Rural,MD,0.76,2,62.65111333333333,31.325556666666664,19.200128,113.17679799999999
Gabriola Island,Nanaimo Regional General Hospital,Gabriola Island - Nanaimo Regional General Hospital,1.2914444444444444,35.8336,-123.787721742642,49.1567946596663,-123.969945,49.183502,13.591777569172049,4247,4247 Gabriola Island,4247 Gabriola Island,424,Greater Nanaimo,424 Greater Nanaimo,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 - Rural,4500,58.0828411091,Rural,ED_CTAS_1,3.9,4.5,158.54671333333334,79.27335666666667,36.700128,274.520198
Gabriola Island,Nanaimo Regional General Hospital,Gabriola Island - Nanaimo Regional General Hospital,1.2914444444444444,35.8336,-123.787721742642,49.1567946596663,-123.969945,49.183502,13.591777569172049,4247,4247 Gabriola Island,4247 Gabriola Island,424,Greater Nanaimo,424 Greater Nanaimo,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 - Rural,4500,58.0828411091,Rural,ED_CTAS_4,2.7,4.5,121.89871333333333,60.94935666666667,36.700128,219.548198
Gabriola Island,Nanaimo Regional General Hospital,Gabriola Island - Nanaimo Regional General Hospital,1.2914444444444444,35.8336,-123.787721742642,49.1567946596663,-123.969945,49.183502,13.591777569172049,4247,4247 Gabriola Island,4247 Gabriola Island,424,Greater Nanaimo,424 Greater Nanaimo,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 - Rural,4500,58.0828411091,Rural,Hosp,53.6,26.75,1676.3847133333334,838.1923566666667,88.950128,2603.527198
Gabriola Island,Nanaimo Regional General Hospital,Gabriola Island - Nanaimo Regional General Hospital,1.2914444444444444,35.8336,-123.787721742642,49.1567946596663,-123.969945,49.183502,13.591777569172049,4247,4247 Gabriola Island,4247 Gabriola Island,424,Greater Nanaimo,424 Greater Nanaimo,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 - Rural,4500,58.0828411091,Rural,Virtual,0.62,NA,18.9348,9.4674,1.25,29.6522
Garden Village/Cascade/Douglas/Gilpin,Burnaby Hospital,Garden Village/Cascade/Douglas/Gilpin - Burnaby Hospital,0.11905555555555555,4.847600000000001,-122.998138362538,49.2458498780424,-123.016837,49.248776,1.3973055423693408,2225,2225 Garden Village/Cascade/Douglas/Gilpin,2225 Garden Village/Cascade/Douglas/Gilpin,222,Burnaby,222 Burnaby,2,2 FHA,Fraser,2 Fraser,1 - Metropolitan,25548,9.47802551202,Urban,MD,0.76,3,26.84635666666667,13.423178333333334,5.326848,45.596383
Garden Village/Cascade/Douglas/Gilpin,Burnaby Hospital,Garden Village/Cascade/Douglas/Gilpin - Burnaby Hospital,0.11905555555555555,4.847600000000001,-122.998138362538,49.2458498780424,-123.016837,49.248776,1.3973055423693408,2225,2225 Garden Village/Cascade/Douglas/Gilpin,2225 Garden Village/Cascade/Douglas/Gilpin,222,Burnaby,222 Burnaby,2,2 FHA,Fraser,2 Fraser,1 - Metropolitan,25548,9.47802551202,Urban,ED_CTAS_1,3.9,7.5,122.74195666666665,61.370978333333326,24.826848000000002,208.939783
Garden Village/Cascade/Douglas/Gilpin,Burnaby Hospital,Garden Village/Cascade/Douglas/Gilpin - Burnaby Hospital,0.11905555555555555,4.847600000000001,-122.998138362538,49.2458498780424,-123.016837,49.248776,1.3973055423693408,2225,2225 Garden Village/Cascade/Douglas/Gilpin,2225 Garden Village/Cascade/Douglas/Gilpin,222,Burnaby,222 Burnaby,2,2 FHA,Fraser,2 Fraser,1 - Metropolitan,25548,9.47802551202,Urban,ED_CTAS_4,2.7,7.5,86.09395666666667,43.046978333333335,24.826848000000002,153.96778300000003
Garden Village/Cascade/Douglas/Gilpin,Burnaby Hospital,Garden Village/Cascade/Douglas/Gilpin - Burnaby Hospital,0.11905555555555555,4.847600000000001,-122.998138362538,49.2458498780424,-123.016837,49.248776,1.3973055423693408,2225,2225 Garden Village/Cascade/Douglas/Gilpin,2225 Garden Village/Cascade/Douglas/Gilpin,222,Burnaby,222 Burnaby,2,2 FHA,Fraser,2 Fraser,1 - Metropolitan,25548,9.47802551202,Urban,Hosp,53.6,16.5,1640.5799566666667,820.2899783333334,63.826848,2524.6967830000003
